Sentence,Language
"Efter ham er Juliamængden opkaldt, som er grænsen mellem talrækker der ved iteration går mod uendelig (divergerer) og talrækker der ikke går mod uendelig (konvergerer),
se eksempel i figur.",da
"Абсолютный возраст, как правило, основывается на физических или химических свойствах горных пород.",ru
Ville der kunne foregå geologiske processer på en sådan jordklode?,da
Mycket av utvecklingen av de tidiga framreningsmetoderna beskrivs av Plinius den äldre i hans verk Naturalis Historia.,sv
"Den allmänna relativitetsteorin har å andra sidan spelat en mindre roll för fysikens utveckling, och har i första hand varit relevant inom astrofysiken, där den till exempel förutsade existensen av svarta hål, och kosmologin, där hela big bang-modellen bygger på en lösning av Einsteins fältekvationer.",sv
"Não considerando a incerteza, é possível conhecer as posições de todas as partículas do Universo e as suas respectivas velocidades em um dado instante e poder-se-ia conhecer com exatidão todo o passado e o futuro, fosse qual fosse o instante desejado.",pt
"A física também pode ser utilizada na interdisciplinaridade em outras ciências, inclusive utilizando seus métodos em ciências não-naturais.",pt
Abordagens mais modernas começam geralmente com o sistema dos três domínios:,pt
A matemática passou a ser o modelo e a linguagem de todo conhecimento relacionado à ciência.,pt
Στη μέθοδο διδασκαλίας που μετατρέπει τα μαθηματικά σε μια σειρά από τεχνικές και τύπους καταλογίζεται πως δεν επιτρέπει την πραγματική γνώση τους και με τη μορφή τους αυτή δεν δίνουν κανένα κίνητρο για μάθηση.,el
La crescente sensibilità verso un basso impatto ambientale e la necessità di applicare politiche di sviluppo sostenibile hanno condotto alla nascita della cosiddetta chimica verde.,it
"Sonra gelen Theophrastus, bitkilerin bilimsel olarak incelenmesine başlamıştır.",tr
പുരാതന മനുഷ്യർ എല്ലുകളാലുണ്ടാക്കിയ അളവുകോലുകളിൽ നിന്നും ഇതു് മനസ്സിലാക്കിയിട്ടുണ്ട്,ml
"Moderne biologie is een exacte natuurwetenschap, waardoor experimentele, kwantitatieve benaderingen en causale verklaringen centraal staan.",nl
Nuförtiden tillämpas ett väldefinierat namngivningssystem reglerat av International Union of Pure and Applied Chemistry (IUPAC) som ger möjlighet att med namn identifiera specifika föreningar.,sv
"A probabilidade é uma propriedade intrínseca a alguns processos físicos e não depende do ""nível de conhecimento"" do físico experimental.",pt
"நிலவியல் அறிவானது, புவியியல், நிலநெய், நிலக்கரி மற்றும், இரும்பு, செம்பு, உரேனியம் போன்ற உலோகங்கள் ஆகிய இயற்கை வளங்கள் இருக்கும் இடங்களை அடையாளம் காண உதவுகின்றது.",ta
"Hay belleza en una simple y contundente demostración, como la demostración de Euclides​ de la existencia de infinitos números primos, y en un elegante análisis numérico que acelera el cálculo, así como en la transformada rápida de Fourier.",es
Reações químicas e outras transformações como as mudanças de fase envolvem o rearranjo de ligações químicas e outras interações entre as moléculas.,pt
": 2  Classical mechanics is concerned with bodies acted on by forces and bodies in motion and may be divided into statics (study of the forces on a body or bodies not subject to an acceleration), kinematics (study of motion without regard to its causes), and dynamics (study of motion and the forces that affect it); mechanics may also be divided into solid mechanics and fluid mechanics (known together as continuum mechanics), the latter include such branches as hydrostatics, hydrodynamics and pneumatics.",en
"I begyndelsen af 1900-tallet opdagede man overraskende egenskaber ved simple geometriske figurer, hvis disse figurer blev ændret vha gentagne iterationer.",da
"Il suo scopo è quello di definire alcune grandezze fisiche indipendenti, dette fondamentali, dalle quali è possibile ricavare tutte le altre (che sono dette ""derivate""), di definire i corretti metodi di misurazione e di costruire i campioni delle unità di misura adottate, in modo da avere un valore standard a cui fare riferimento in qualsiasi momento.",it
En vigtig teori til beskrivelse af kemiske fænomener er kvantemekanikken.,da
"Aşağıdaki beş zaman çizelgesi, jeolojik dönemleri ölçeklerine göre göstermektedir.",tr
"Il gergo matematico comprende moltissimi termini tecnici, come omeomorfismo e integrabile, perché la matematica richiede assai più precisione del linguaggio quotidiano.",it
"Hutton tek biçimciliğe inanmış olmasına rağmen, onun zamanında teori yaygınlık kazanmamıştır.",tr
"உயிரியலில் அனைத்து உயிரினங்களினதும் கட்டமைப்பு, தொழிற்பாடு, வளர்ச்சி, தோற்றம், கூர்ப்பு அல்லது படிமலர்ச்சி, பரம்பல்,  உயிரியல் வகைப்பாடு போன்றவை ஆராயப்படுகின்றன..",ta
ഇന്ത്യയിലെ ഗണിതവിദ്യക്ക് അറബികൾ ഹിന്ദിസാറ്റ് എന്നായിരുന്നു വിളിച്ചിരുന്നത്.,ml
"Os avanços teóricos existem quando velhos paradigmas são postos de lado; a mecânica Newtoniana foi suplantada pela mecânica relativística, mas a mecânica Newtoniana é um de seus casos particulares.",pt
Fundamental concepts in modern physics include:,en
"På denne måde vokser kontinentalpladerne sig efterhånden større, på bekostning af oceanbundspladerne.",da
"Det er lyset og strålingen fra Solen, der tilfører den exogene energi, der driver de ydre processer.",da
"Ce lien entre les fréquences et l'harmonie a été notamment détaillé dans le Traité de l'harmonie réduite à ses principes naturels de Jean-Philippe Rameau, compositeur baroque français et théoricien de la musique.",fr
"The pyruvate is not transported into the mitochondrion but remains in the cytoplasm, where it is converted to waste products that may be removed from the cell.",en
"A reaction is feasible only if the total change in the Gibbs free energy is negative, 



Δ
G
≤
0



{\displaystyle \Delta G\leq 0\,}

; if it is equal to zero the chemical reaction is said to be at equilibrium.",en
Κοινό χαρακτηριστικό των Ιώνων φυσικών φιλοσόφων ήταν η υπόθεσή τους ότι όλη η ύλη αποτελείται από τα ίδια πρωταρχικά συστατικά.,el
Den franske matematiker Gaston Julia studerede i 1920-erne iterationer af komplekse andengradspolynomier af typen,da
